order_date,region,category,sales,profit,month-year
12-11-2019,West,Furniture,629.064,31.4532,Nov-2019
12-11-2019,West,Office Supplies,11.96,5.8604,Nov-2019
12-11-2019,Central,Furniture,67.9932,-12.9987,Nov-2019
12-11-2019,Central,Office Supplies,2.672,0.334,Nov-2019
12-11-2019,Central,Office Supplies,36.288,12.7008,Nov-2019
12-11-2019,Central,Office Supplies,16.656,-3.123,Nov-2019
12-11-2019,Central,Technology,79.512,20.8719,Nov-2019
12-11-2019,South,Office Supplies,7.872,0.8856,Nov-2019
14-11-2019,East,Office Supplies,43.8,21.024,Nov-2019
14-11-2019,East,Technology,832.93,233.2204,Nov-2019
14-11-2019,Central,Office Supplies,20.736,7.2576,Nov-2019
14-11-2019,South,Office Supplies,32.4,15.552,Nov-2019
14-11-2019,Central,Office Supplies,11.52,5.6448,Nov-2019
14-11-2019,Central,Office Supplies,12.72,6.36,Nov-2019
14-11-2019,East,Furniture,69.264,14.6224,Nov-2019
14-11-2019,East,Office Supplies,11.36,5.2256,Nov-2019
15-11-2019,South,Office Supplies,333.056,29.1424,Nov-2019
15-11-2019,South,Office Supplies,4.224,0.4752,Nov-2019
15-11-2019,South,Office Supplies,24.896,7.78,Nov-2019
15-11-2019,West,Furniture,10.11,3.2352,Nov-2019
15-11-2019,West,Office Supplies,20.46,5.3196,Nov-2019
15-11-2019,West,Technology,772.47,146.7693,Nov-2019
15-11-2019,West,Office Supplies,10.95,3.285,Nov-2019
15-11-2019,Central,Office Supplies,604.656,204.0714,Nov-2019
16-11-2019,West,Furniture,305.9745,25.1979,Nov-2019
16-11-2019,West,Office Supplies,344.91,10.3473,Nov-2019
16-11-2019,West,Technology,79.968,-17.9928,Nov-2019
16-11-2019,Central,Furniture,37.296,-1.0656,Nov-2019
16-11-2019,Central,Office Supplies,29.12,14.2688,Nov-2019
16-11-2019,Central,Office Supplies,78.35,36.8245,Nov-2019
16-11-2019,Central,Office Supplies,31.68,14.256,Nov-2019
16-11-2019,Central,Office Supplies,169.45,42.3625,Nov-2019
16-11-2019,Central,Technology,273.96,10.9584,Nov-2019
16-11-2019,West,Office Supplies,5.22,2.4012,Nov-2019
17-11-2019,East,Office Supplies,34.44,17.22,Nov-2019
17-11-2019,East,Furniture,124.41,14.9292,Nov-2019
17-11-2019,East,Office Supplies,57.75,26.565,Nov-2019
17-11-2019,East,Office Supplies,2934.33,792.2691,Nov-2019
17-11-2019,East,Furniture,4007.84,-50.098,Nov-2019
17-11-2019,East,Office Supplies,2152.776,726.5619,Nov-2019
17-11-2019,Central,Office Supplies,7.08,2.478,Nov-2019
17-11-2019,West,Office Supplies,241.44,72.432,Nov-2019
17-11-2019,West,Office Supplies,733.95,352.296,Nov-2019
17-11-2019,West,Technology,99.98,7.9984,Nov-2019
17-11-2019,Central,Furniture,479.9,81.583,Nov-2019
17-11-2019,East,Furniture,657.93,-93.99,Nov-2019
17-11-2019,East,Office Supplies,12.448,3.89,Nov-2019
18-11-2019,West,Office Supplies,21.98,9.891,Nov-2019
18-11-2019,Central,Office Supplies,14.48,-23.892,Nov-2019
18-11-2019,West,Furniture,137.54,55.016,Nov-2019
18-11-2019,West,Furniture,730.2,94.926,Nov-2019
18-11-2019,East,Office Supplies,11.808,-8.6592,Nov-2019
18-11-2019,East,Technology,9.588,-2.0774,Nov-2019
18-11-2019,Central,Office Supplies,67.15,16.7875,Nov-2019
18-11-2019,East,Furniture,60.312,5.2773,Nov-2019
18-11-2019,East,Office Supplies,50.997,-40.7976,Nov-2019
18-11-2019,East,Office Supplies,1.944,-1.4256,Nov-2019
18-11-2019,East,Office Supplies,76.792,-16.3183,Nov-2019
18-11-2019,East,Technology,539.964,-107.9928,Nov-2019
18-11-2019,Central,Furniture,392.94,43.2234,Nov-2019
18-11-2019,Central,Furniture,424.116,-30.294,Nov-2019
18-11-2019,Central,Furniture,8.544,-7.476,Nov-2019
18-11-2019,Central,Furniture,292.1,-175.26,Nov-2019
18-11-2019,Central,Office Supplies,2.892,-4.9164,Nov-2019
18-11-2019,Central,Office Supplies,381.72,-66.801,Nov-2019
18-11-2019,West,Furniture,145.98,-99.2664,Nov-2019
18-11-2019,West,Office Supplies,35.808,12.5328,Nov-2019
19-11-2019,West,Office Supplies,166.44,79.8912,Nov-2019
19-11-2019,East,Furniture,1025.88,235.9524,Nov-2019
19-11-2019,East,Office Supplies,213.08,102.2784,Nov-2019
19-11-2019,East,Office Supplies,9.96,4.5816,Nov-2019
19-11-2019,East,Office Supplies,22.5,10.8,Nov-2019
19-11-2019,East,Office Supplies,5.88,1.9845,Nov-2019
19-11-2019,East,Technology,4548.81,1228.1787,Nov-2019
19-11-2019,East,Technology,47.496,-1.1874,Nov-2019
19-11-2019,Central,Office Supplies,221.16,57.5016,Nov-2019
19-11-2019,Central,Technology,281.97,78.9516,Nov-2019
19-11-2019,South,Technology,29,7.25,Nov-2019
19-11-2019,South,Technology,503.96,131.0296,Nov-2019
19-11-2019,South,Technology,149.95,41.986,Nov-2019
20-11-2019,East,Office Supplies,12.96,4.536,Nov-2019
20-11-2019,East,Office Supplies,34.74,17.37,Nov-2019
20-11-2019,East,Office Supplies,25.92,12.4416,Nov-2019
20-11-2019,East,Technology,833.94,216.8244,Nov-2019
21-11-2019,South,Office Supplies,5.46,1.4742,Nov-2019
21-11-2019,South,Office Supplies,629.1,301.968,Nov-2019
21-11-2019,South,Office Supplies,193.95,9.6975,Nov-2019
21-11-2019,South,Technology,36.99,9.9873,Nov-2019
21-11-2019,West,Office Supplies,12.96,6.2208,Nov-2019
21-11-2019,West,Office Supplies,6.58,3.0268,Nov-2019
21-11-2019,West,Technology,94.99,28.497,Nov-2019
21-11-2019,Central,Office Supplies,1.632,0.5508,Nov-2019
21-11-2019,Central,Technology,267.96,16.7475,Nov-2019
22-11-2019,Central,Office Supplies,6.928,-11.0848,Nov-2019
22-11-2019,Central,Office Supplies,9.98,-16.467,Nov-2019
22-11-2019,South,Office Supplies,9.96,4.8804,Nov-2019
22-11-2019,South,Office Supplies,675.12,290.3016,Nov-2019
22-11-2019,South,Office Supplies,319.9,156.751,Nov-2019
22-11-2019,South,Office Supplies,11.36,5.3392,Nov-2019
22-11-2019,South,Office Supplies,16.23,7.9527,Nov-2019
22-11-2019,West,Office Supplies,53.82,24.219,Nov-2019
23-11-2019,Central,Office Supplies,23.68,8.88,Nov-2019
23-11-2019,Central,Furniture,6.368,-2.5472,Nov-2019
23-11-2019,Central,Office Supplies,34.176,-87.1488,Nov-2019
23-11-2019,Central,Technology,5.544,1.6632,Nov-2019
23-11-2019,Central,Office Supplies,14.67,6.7482,Nov-2019
23-11-2019,Central,Furniture,155.372,-35.5136,Nov-2019
23-11-2019,East,Office Supplies,62.808,21.1977,Nov-2019
23-11-2019,West,Furniture,381.44,23.84,Nov-2019
23-11-2019,West,Furniture,603.92,-67.941,Nov-2019
23-11-2019,West,Office Supplies,21.84,10.4832,Nov-2019
23-11-2019,West,Technology,29.99,6.2979,Nov-2019
23-11-2019,West,Office Supplies,23.472,8.802,Nov-2019
24-11-2019,Central,Office Supplies,151.92,45.576,Nov-2019
24-11-2019,Central,Office Supplies,196.62,96.3438,Nov-2019
24-11-2019,Central,Office Supplies,144.12,69.1776,Nov-2019
24-11-2019,Central,Office Supplies,15.96,7.98,Nov-2019
24-11-2019,West,Furniture,120.712,-18.1068,Nov-2019
24-11-2019,East,Furniture,611.058,-34.9176,Nov-2019
24-11-2019,East,Technology,1049.97,-209.994,Nov-2019
24-11-2019,East,Office Supplies,5.742,-4.5936,Nov-2019
24-11-2019,East,Office Supplies,2.624,0.4264,Nov-2019
24-11-2019,South,Furniture,111.15,48.906,Nov-2019
24-11-2019,West,Office Supplies,12.096,4.2336,Nov-2019
24-11-2019,West,Office Supplies,25.92,12.4416,Nov-2019
24-11-2019,West,Office Supplies,197.58,53.3466,Nov-2019
24-11-2019,West,Office Supplies,485.88,9.7176,Nov-2019
24-11-2019,East,Furniture,35.168,9.6712,Nov-2019
24-11-2019,East,Technology,1502.376,-250.396,Nov-2019
24-11-2019,West,Furniture,151.72,27.3096,Nov-2019
24-11-2019,Central,Office Supplies,646.2,-8.0775,Nov-2019
24-11-2019,Central,Technology,111.79,43.5981,Nov-2019
25-11-2019,West,Office Supplies,51.016,8.2901,Nov-2019
25-11-2019,East,Furniture,275.952,-37.9434,Nov-2019
25-11-2019,East,Office Supplies,1117.92,55.896,Nov-2019
25-11-2019,East,Furniture,52.96,20.1248,Nov-2019
25-11-2019,Central,Furniture,6.096,-3.9624,Nov-2019
25-11-2019,Central,Furniture,1218.735,-121.8735,Nov-2019
25-11-2019,Central,Office Supplies,5.904,1.9926,Nov-2019
25-11-2019,Central,Office Supplies,2.52,0.882,Nov-2019
25-11-2019,Central,Office Supplies,15.696,5.1012,Nov-2019
25-11-2019,Central,Technology,24.672,0,Nov-2019
25-11-2019,West,Furniture,725.344,54.4008,Nov-2019
25-11-2019,West,Office Supplies,7.44,2.604,Nov-2019
25-11-2019,West,Technology,539.92,47.243,Nov-2019
25-11-2019,West,Furniture,23.88,10.5072,Nov-2019
25-11-2019,West,Office Supplies,320.88,93.0552,Nov-2019
25-11-2019,West,Office Supplies,26.76,12.3096,Nov-2019
26-11-2019,East,Office Supplies,17.088,5.7672,Nov-2019
26-11-2019,East,Office Supplies,12.912,4.6806,Nov-2019
26-11-2019,East,Office Supplies,93.15,44.712,Nov-2019
26-11-2019,East,Office Supplies,11.52,5.6448,Nov-2019
26-11-2019,East,Technology,279.96,78.3888,Nov-2019
26-11-2019,West,Office Supplies,40.54,11.3512,Nov-2019
26-11-2019,West,Office Supplies,7.312,2.5592,Nov-2019
26-11-2019,West,Office Supplies,4.32,1.512,Nov-2019
26-11-2019,West,Office Supplies,14.94,7.0218,Nov-2019
26-11-2019,Central,Furniture,19.3,-14.475,Nov-2019
26-11-2019,West,Office Supplies,81.98,40.1702,Nov-2019
26-11-2019,West,Office Supplies,15.552,5.4432,Nov-2019
26-11-2019,West,Office Supplies,669.08,-167.27,Nov-2019
26-11-2019,West,Technology,438.336,-87.6672,Nov-2019
27-11-2019,East,Office Supplies,3.76,1.316,Nov-2019
27-11-2019,East,Furniture,199.9,39.98,Nov-2019
28-11-2019,South,Furniture,397.6,43.736,Nov-2019
28-11-2019,South,Office Supplies,13.12,4.3296,Nov-2019
28-11-2019,South,Office Supplies,45.66,22.3734,Nov-2019
28-11-2019,South,Office Supplies,85.96,40.4012,Nov-2019
28-11-2019,West,Furniture,411.332,-4.8392,Nov-2019
28-11-2019,West,Office Supplies,41.4,19.872,Nov-2019
28-11-2019,West,Office Supplies,7.36,0.1472,Nov-2019
28-11-2019,Central,Office Supplies,64.02,29.4492,Nov-2019
28-11-2019,East,Office Supplies,17.248,6.0368,Nov-2019
28-11-2019,Central,Technology,998.85,-199.77,Nov-2019
28-11-2019,West,Office Supplies,43.68,11.7936,Nov-2019
28-11-2019,West,Technology,139.93,34.9825,Nov-2019
28-11-2019,South,Office Supplies,14.67,3.9609,Nov-2019
29-11-2019,East,Office Supplies,25.06,11.7782,Nov-2019
29-11-2019,Central,Office Supplies,12.624,3.945,Nov-2019
29-11-2019,East,Office Supplies,5.04,1.764,Nov-2019
29-11-2019,West,Office Supplies,30.4,15.2,Nov-2019
29-11-2019,West,Technology,575.92,71.99,Nov-2019
30-11-2019,East,Office Supplies,62.28,29.2716,Nov-2019
30-11-2019,West,Office Supplies,47.992,3.5994,Nov-2019
30-11-2019,West,Technology,102.24,-16.614,Nov-2019
30-11-2019,South,Office Supplies,6.642,-4.428,Nov-2019
01-12-2019,Central,Furniture,2807.84,673.8816,Dec-2019
01-12-2019,Central,Office Supplies,46.64,12.5928,Dec-2019
01-12-2019,West,Furniture,58.2,28.518,Dec-2019
01-12-2019,South,Technology,95.968,9.5968,Dec-2019
01-12-2019,East,Furniture,9.82,3.2406,Dec-2019
01-12-2019,East,Furniture,45.84,15.5856,Dec-2019
01-12-2019,East,Technology,271.9,78.851,Dec-2019
01-12-2019,East,Furniture,909.72,-51.984,Dec-2019
01-12-2019,East,Furniture,8.128,1.4224,Dec-2019
01-12-2019,East,Office Supplies,36.288,12.7008,Dec-2019
01-12-2019,East,Technology,659.988,109.998,Dec-2019
01-12-2019,Central,Furniture,674.058,-19.2588,Dec-2019
02-12-2019,Central,Office Supplies,2.394,-6.3441,Dec-2019
02-12-2019,South,Office Supplies,15.24,7.1628,Dec-2019
02-12-2019,South,Technology,5.95,0.833,Dec-2019
02-12-2019,East,Furniture,883.92,-110.49,Dec-2019
02-12-2019,East,Office Supplies,46.72,15.768,Dec-2019
02-12-2019,East,Technology,119.96,52.7824,Dec-2019
02-12-2019,Central,Furniture,58.36,-24.803,Dec-2019
02-12-2019,Central,Furniture,39.96,-23.976,Dec-2019
02-12-2019,Central,Office Supplies,16.464,1.4406,Dec-2019
02-12-2019,East,Technology,119.8,29.95,Dec-2019
02-12-2019,East,Furniture,239.84,64.7568,Dec-2019
02-12-2019,East,Furniture,60.72,23.6808,Dec-2019
02-12-2019,East,Office Supplies,15.66,7.2036,Dec-2019
02-12-2019,East,Office Supplies,146.82,73.41,Dec-2019
03-12-2019,Central,Technology,479.96,134.3888,Dec-2019
03-12-2019,Central,Office Supplies,25.92,12.4416,Dec-2019
04-12-2019,East,Technology,129.98,62.3904,Dec-2019
05-12-2019,West,Office Supplies,1113.024,111.3024,Dec-2019
05-12-2019,West,Technology,167.968,62.988,Dec-2019
05-12-2019,East,Office Supplies,348.488,117.6147,Dec-2019
05-12-2019,East,Office Supplies,172.736,-30.2288,Dec-2019
05-12-2019,West,Office Supplies,26.46,11.907,Dec-2019
05-12-2019,West,Office Supplies,15,7.2,Dec-2019
05-12-2019,West,Office Supplies,49.12,23.0864,Dec-2019
05-12-2019,South,Office Supplies,24.56,6.8768,Dec-2019
05-12-2019,West,Office Supplies,250.26,72.5754,Dec-2019
05-12-2019,East,Office Supplies,29.94,-23.952,Dec-2019
05-12-2019,East,Office Supplies,98.376,35.6613,Dec-2019
05-12-2019,East,Office Supplies,17.472,5.6784,Dec-2019
05-12-2019,East,Technology,179.94,-44.985,Dec-2019
05-12-2019,East,Technology,36.738,-9.1845,Dec-2019
05-12-2019,Central,Office Supplies,24.816,1.8612,Dec-2019
05-12-2019,Central,Technology,408.744,76.6395,Dec-2019
06-12-2019,West,Office Supplies,1261.33,327.9458,Dec-2019
06-12-2019,Central,Furniture,23.976,-14.3856,Dec-2019
06-12-2019,West,Furniture,275.49,-170.8038,Dec-2019
06-12-2019,West,Office Supplies,53.424,4.6746,Dec-2019
06-12-2019,Central,Furniture,10.776,-4.8492,Dec-2019
06-12-2019,Central,Furniture,214.95,-120.372,Dec-2019
06-12-2019,Central,Office Supplies,14.016,-31.536,Dec-2019
06-12-2019,Central,Office Supplies,4.6,-8.05,Dec-2019
06-12-2019,Central,Office Supplies,35.168,-8.3524,Dec-2019
06-12-2019,Central,Technology,35.04,-7.008,Dec-2019
06-12-2019,South,Office Supplies,42.208,13.7176,Dec-2019
07-12-2019,West,Office Supplies,269.36,70.0336,Dec-2019
07-12-2019,West,Office Supplies,8.64,2.4192,Dec-2019
07-12-2019,West,Office Supplies,164.88,80.7912,Dec-2019
07-12-2019,South,Office Supplies,105.52,48.5392,Dec-2019
08-12-2019,Central,Office Supplies,60.416,6.0416,Dec-2019
08-12-2019,West,Office Supplies,6.456,-4.5192,Dec-2019
08-12-2019,West,Office Supplies,27.888,9.0636,Dec-2019
08-12-2019,West,Office Supplies,11.52,3.744,Dec-2019
08-12-2019,West,Office Supplies,10.368,3.6288,Dec-2019
08-12-2019,West,Office Supplies,39.072,2.9304,Dec-2019
08-12-2019,West,Office Supplies,13.88,-2.6025,Dec-2019
08-12-2019,West,Technology,103.92,-18.186,Dec-2019
08-12-2019,West,Technology,52.68,19.755,Dec-2019
08-12-2019,West,Furniture,603.92,45.294,Dec-2019
08-12-2019,West,Office Supplies,45.68,21.0128,Dec-2019
08-12-2019,West,Furniture,39.88,11.1664,Dec-2019
08-12-2019,West,Furniture,79.44,28.5984,Dec-2019
09-12-2019,West,Office Supplies,100.704,-1.2588,Dec-2019
09-12-2019,West,Office Supplies,34.68,16.9932,Dec-2019
09-12-2019,Central,Office Supplies,10.688,3.7408,Dec-2019
09-12-2019,Central,Office Supplies,237.096,20.7459,Dec-2019
09-12-2019,East,Office Supplies,30.672,9.585,Dec-2019
09-12-2019,East,Technology,1079.976,125.9972,Dec-2019
09-12-2019,Central,Office Supplies,20.388,-53.0088,Dec-2019
09-12-2019,Central,Office Supplies,8.448,2.9568,Dec-2019
10-12-2019,West,Furniture,338.352,4.2294,Dec-2019
10-12-2019,West,Office Supplies,25.92,12.4416,Dec-2019
10-12-2019,West,Office Supplies,91.36,42.0256,Dec-2019
10-12-2019,East,Office Supplies,106.344,37.2204,Dec-2019
10-12-2019,East,Office Supplies,11.36,5.2256,Dec-2019
12-12-2019,South,Office Supplies,23.472,7.6284,Dec-2019
12-12-2019,West,Furniture,9.24,4.4352,Dec-2019
12-12-2019,West,Furniture,12.54,4.5144,Dec-2019
12-12-2019,West,Office Supplies,8.94,0.6258,Dec-2019
12-12-2019,Central,Office Supplies,210.392,-336.6272,Dec-2019
12-12-2019,West,Furniture,43.31,4.331,Dec-2019
12-12-2019,West,Furniture,254.9745,11.9988,Dec-2019
12-12-2019,West,Furniture,3610.848,135.4068,Dec-2019
12-12-2019,West,Furniture,764.688,95.586,Dec-2019
13-12-2019,Central,Furniture,94.428,-42.4926,Dec-2019
13-12-2019,West,Office Supplies,90.24,41.5104,Dec-2019
13-12-2019,West,Furniture,87.96,7.6965,Dec-2019
13-12-2019,West,Office Supplies,5.214,-4.1712,Dec-2019
13-12-2019,South,Office Supplies,12.39,5.8233,Dec-2019
13-12-2019,Central,Office Supplies,2.92,0.365,Dec-2019
14-12-2019,South,Furniture,186.304,13.9728,Dec-2019
14-12-2019,East,Furniture,136.53,-52.3365,Dec-2019
14-12-2019,East,Office Supplies,2.624,0.2952,Dec-2019
14-12-2019,East,Technology,263.96,42.8935,Dec-2019
14-12-2019,Central,Office Supplies,9.264,-13.896,Dec-2019
14-12-2019,East,Technology,6999.96,2239.9872,Dec-2019
14-12-2019,Central,Office Supplies,5.104,-8.6768,Dec-2019
14-12-2019,Central,Office Supplies,2.896,0.4706,Dec-2019
14-12-2019,Central,Technology,35.016,-2.1885,Dec-2019
15-12-2019,Central,Furniture,763.28,-21.808,Dec-2019
15-12-2019,Central,Technology,40.68,-9.153,Dec-2019
15-12-2019,West,Furniture,6.16,1.9712,Dec-2019
15-12-2019,Central,Furniture,8.544,-7.476,Dec-2019
15-12-2019,East,Furniture,445.802,-108.2662,Dec-2019
16-12-2019,South,Furniture,29.46,9.7218,Dec-2019
16-12-2019,South,Technology,99.98,7.9984,Dec-2019
16-12-2019,Central,Furniture,56.568,-74.9526,Dec-2019
16-12-2019,Central,Office Supplies,36.288,12.7008,Dec-2019
16-12-2019,South,Office Supplies,1.167,-0.8558,Dec-2019
16-12-2019,Central,Furniture,8.624,-2.5872,Dec-2019
16-12-2019,Central,Technology,319.968,95.9904,Dec-2019
16-12-2019,West,Furniture,1403.92,70.196,Dec-2019
16-12-2019,West,Furniture,241.568,18.1176,Dec-2019
16-12-2019,West,Furniture,44.46,14.6718,Dec-2019
16-12-2019,West,Technology,395,39.5,Dec-2019
16-12-2019,West,Technology,627.168,70.5564,Dec-2019
16-12-2019,Central,Office Supplies,114.2,52.532,Dec-2019
16-12-2019,South,Furniture,1013.832,101.3832,Dec-2019
16-12-2019,South,Office Supplies,1.984,0.6696,Dec-2019
17-12-2019,South,Office Supplies,40.05,11.214,Dec-2019
17-12-2019,East,Office Supplies,5.484,-4.0216,Dec-2019
19-12-2019,South,Furniture,1819.86,163.7874,Dec-2019
19-12-2019,South,Office Supplies,152.76,74.8524,Dec-2019
19-12-2019,South,Office Supplies,7.27,1.9629,Dec-2019
19-12-2019,South,Office Supplies,4.812,-3.6892,Dec-2019
19-12-2019,South,Technology,247.8,-18.585,Dec-2019
19-12-2019,West,Office Supplies,22.55,8.7945,Dec-2019
19-12-2019,West,Office Supplies,14.62,6.8714,Dec-2019
19-12-2019,West,Technology,583.8,72.975,Dec-2019
19-12-2019,West,Technology,211.168,15.8376,Dec-2019
19-12-2019,Central,Office Supplies,15.552,5.4432,Dec-2019
19-12-2019,Central,Office Supplies,32.592,-7.7406,Dec-2019
19-12-2019,Central,Technology,323.976,36.4473,Dec-2019
20-12-2019,Central,Office Supplies,1103.97,496.7865,Dec-2019
20-12-2019,Central,Office Supplies,3.69,1.7343,Dec-2019
20-12-2019,West,Office Supplies,31.05,14.904,Dec-2019
20-12-2019,Central,Office Supplies,19.432,-49.5516,Dec-2019
20-12-2019,Central,Technology,65.44,-8.18,Dec-2019
20-12-2019,South,Furniture,662.88,74.574,Dec-2019
20-12-2019,South,Office Supplies,43.512,3.8073,Dec-2019
20-12-2019,South,Office Supplies,25.92,9.072,Dec-2019
20-12-2019,South,Furniture,455.1,100.122,Dec-2019
20-12-2019,South,Furniture,2244.48,493.7856,Dec-2019
20-12-2019,South,Office Supplies,62.31,29.2857,Dec-2019
20-12-2019,South,Office Supplies,122.48,0,Dec-2019
20-12-2019,West,Furniture,242.352,-42.4116,Dec-2019
20-12-2019,West,Furniture,51.968,10.3936,Dec-2019
20-12-2019,West,Office Supplies,221.92,77.672,Dec-2019
20-12-2019,West,Office Supplies,8.448,2.64,Dec-2019
20-12-2019,West,Technology,71.976,21.5928,Dec-2019
20-12-2019,West,Technology,447.944,89.5888,Dec-2019
20-12-2019,West,Office Supplies,47.3,12.298,Dec-2019
20-12-2019,West,Office Supplies,4.13,1.1564,Dec-2019
20-12-2019,West,Office Supplies,155.12,50.414,Dec-2019
20-12-2019,West,Office Supplies,487.984,152.495,Dec-2019
20-12-2019,East,Furniture,190.848,-21.4704,Dec-2019
20-12-2019,East,Furniture,192.186,36.3018,Dec-2019
21-12-2019,East,Office Supplies,17.28,7.9488,Dec-2019
21-12-2019,South,Office Supplies,18.24,-14.592,Dec-2019
21-12-2019,West,Furniture,572.16,35.76,Dec-2019
21-12-2019,West,Furniture,1325.76,149.148,Dec-2019
22-12-2019,East,Office Supplies,296.712,100.1403,Dec-2019
22-12-2019,West,Office Supplies,11.76,3.1752,Dec-2019
22-12-2019,Central,Office Supplies,17.904,-31.332,Dec-2019
22-12-2019,Central,Office Supplies,124.032,44.9616,Dec-2019
22-12-2019,Central,Office Supplies,132.16,9.912,Dec-2019
22-12-2019,East,Office Supplies,216.4,56.264,Dec-2019
23-12-2019,East,Furniture,53.316,-19.5492,Dec-2019
23-12-2019,East,Office Supplies,56.52,15.8256,Dec-2019
23-12-2019,Central,Office Supplies,5.184,1.8144,Dec-2019
23-12-2019,Central,Office Supplies,207.24,58.0272,Dec-2019
23-12-2019,South,Furniture,64.784,6.4784,Dec-2019
23-12-2019,South,Office Supplies,1.344,0.504,Dec-2019
23-12-2019,South,Office Supplies,45.528,15.9348,Dec-2019
23-12-2019,South,Office Supplies,424.272,-10.6068,Dec-2019
23-12-2019,South,Office Supplies,83.92,-1.049,Dec-2019
24-12-2019,South,Office Supplies,9.568,3.4684,Dec-2019
24-12-2019,West,Office Supplies,13.97,3.6322,Dec-2019
24-12-2019,West,Furniture,23.99,5.5177,Dec-2019
24-12-2019,West,Office Supplies,361.96,101.3488,Dec-2019
24-12-2019,West,Office Supplies,20.34,0.2034,Dec-2019
24-12-2019,West,Technology,62.85,13.1985,Dec-2019
24-12-2019,West,Technology,173.656,17.3656,Dec-2019
24-12-2019,West,Technology,818.376,51.1485,Dec-2019
24-12-2019,East,Furniture,30.36,8.7285,Dec-2019
24-12-2019,West,Furniture,292.272,18.267,Dec-2019
24-12-2019,West,Office Supplies,142.86,41.4294,Dec-2019
26-12-2019,East,Office Supplies,8.016,1.1022,Dec-2019
26-12-2019,West,Furniture,3.48,1.1136,Dec-2019
26-12-2019,West,Office Supplies,11.91,0.1191,Dec-2019
26-12-2019,Central,Office Supplies,8.69,-14.773,Dec-2019
26-12-2019,West,Furniture,230.352,20.1558,Dec-2019
26-12-2019,West,Furniture,218.352,-24.5646,Dec-2019
26-12-2019,West,Furniture,300.416,78.8592,Dec-2019
26-12-2019,West,Office Supplies,78.6,-62.88,Dec-2019
26-12-2019,West,Office Supplies,27.552,9.2988,Dec-2019
26-12-2019,East,Office Supplies,34.656,5.6316,Dec-2019
26-12-2019,East,Office Supplies,81.552,8.1552,Dec-2019
26-12-2019,East,Office Supplies,18.264,6.1641,Dec-2019
26-12-2019,East,Office Supplies,227.136,-42.588,Dec-2019
26-12-2019,Central,Furniture,600.558,-8.5794,Dec-2019
26-12-2019,East,Office Supplies,191.88,19.188,Dec-2019
27-12-2019,West,Furniture,230.28,23.028,Dec-2019
27-12-2019,West,Office Supplies,12.84,5.778,Dec-2019
27-12-2019,West,Office Supplies,11.56,5.4332,Dec-2019
27-12-2019,West,Office Supplies,946.764,-694.2936,Dec-2019
27-12-2019,South,Office Supplies,23.92,11.7208,Dec-2019
27-12-2019,South,Technology,498,184.26,Dec-2019
27-12-2019,East,Furniture,182.352,-18.2352,Dec-2019
27-12-2019,East,Office Supplies,118.16,-25.109,Dec-2019
27-12-2019,Central,Furniture,32.952,-19.7712,Dec-2019
27-12-2019,Central,Office Supplies,30.016,3.0016,Dec-2019
27-12-2019,East,Furniture,767.214,161.9674,Dec-2019
27-12-2019,Central,Office Supplies,4.984,-8.4728,Dec-2019
27-12-2019,West,Office Supplies,10.98,2.9646,Dec-2019
27-12-2019,West,Office Supplies,37.056,13.896,Dec-2019
27-12-2019,West,Office Supplies,7.86,3.6156,Dec-2019
27-12-2019,West,Office Supplies,51.45,13.8915,Dec-2019
28-12-2019,East,Office Supplies,1737.18,503.7822,Dec-2019
28-12-2019,East,Office Supplies,141.76,66.6272,Dec-2019
28-12-2019,East,Office Supplies,704.25,84.51,Dec-2019
28-12-2019,West,Office Supplies,998.82,29.9646,Dec-2019
28-12-2019,West,Office Supplies,51.15,13.299,Dec-2019
28-12-2019,East,Office Supplies,99.136,8.6744,Dec-2019
29-12-2019,West,Office Supplies,88.8,44.4,Dec-2019
29-12-2019,West,Technology,319.968,35.9964,Dec-2019
29-12-2019,Central,Office Supplies,24.56,6.8768,Dec-2019
29-12-2019,Central,Technology,119.8,47.92,Dec-2019
29-12-2019,West,Furniture,24.9,8.217,Dec-2019
29-12-2019,West,Furniture,70.56,23.9904,Dec-2019
29-12-2019,West,Office Supplies,14.352,4.6644,Dec-2019
29-12-2019,West,Office Supplies,274.77,126.3942,Dec-2019
29-12-2019,West,Office Supplies,21.12,9.504,Dec-2019
29-12-2019,West,Technology,767.952,287.982,Dec-2019
29-12-2019,West,Technology,191.976,19.1976,Dec-2019
29-12-2019,Central,Furniture,8.736,-4.8048,Dec-2019
29-12-2019,Central,Furniture,38.976,-50.6688,Dec-2019
29-12-2019,West,Office Supplies,33.29,7.9896,Dec-2019
29-12-2019,West,Technology,23.976,-5.6943,Dec-2019
29-12-2019,East,Office Supplies,48.36,6.045,Dec-2019
30-12-2019,Central,Office Supplies,2.286,-3.6576,Dec-2019
30-12-2019,Central,Office Supplies,12.984,4.7067,Dec-2019
30-12-2019,Central,Technology,47.984,14.3952,Dec-2019
30-12-2019,Central,Technology,328.776,28.7679,Dec-2019
30-12-2019,Central,Technology,217.584,19.0386,Dec-2019
30-12-2019,East,Furniture,523.764,-192.0468,Dec-2019
30-12-2019,East,Technology,251.964,-50.3928,Dec-2019
30-12-2019,Central,Office Supplies,9.84,2.8536,Dec-2019
30-12-2019,East,Office Supplies,122.94,30.735,Dec-2019
30-12-2019,East,Office Supplies,35.448,12.8499,Dec-2019
